SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,# UP-TO-DATE,% UP-TO-DATE,# CONDITIONAL,% CONDITIONAL,# PME,% PME,# PBE,% PBE,# PRE-JAN PBE,% PRE-JAN PBE,# HEALTH CARE PRACTITIONER COUNSELED PBE,% HEALTH CARE PRACTITIONER COUNSELED PBE,# RELIGIOUS PBE,% RELIGIOUS PBE,# DTP,% DTP,# POLIO,% POLIO,# MMR,% MMR,# HEPB,% HEPB,# VARI,% VARI,REPORTED
6002976,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,CITRUS AVENUE ELEMENTARY,70,66,94,1,1,0,0,3,4,1,1,2,3,0,0,66,94,67,96,67,96,67,96,67,96,Y
6111116,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,EMMA WILSON ELEMENTARY,104,91,88,9,9,0,0,4,4,4,4,0,0,0,0,92,88,96,92,97,93,97,93,99,95,Y
6003008,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,HOOKER OAK ELEMENTARY,61,53,87,2,3,2,3,4,7,0,0,4,7,0,0,53,87,53,87,53,87,54,89,54,89,Y
6109722,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,LITTLE CHICO CREEK ELEMENTARY,83,73,88,8,10,0,0,2,2,1,1,0,0,1,1,74,89,78,94,74,89,80,96,81,98,Y
430215,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,LOMA VISTA,13,8,62,5,38,0,0,0,0,0,0,0,0,0,0,13,100,13,100,8,62,13,100,13,100,Y
6003032,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,MARIGOLD ELEMENTARY,70,62,89,1,1,0,0,7,10,3,4,4,6,0,0,62,89,62,89,62,89,63,90,63,90,Y
6003024,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,MCMANUS -JOHN A.- ELEMENTARY,109,106,97,2,2,0,0,1,1,0,0,1,1,0,0,107,98,108,99,108,99,107,98,108,99,Y
6003040,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,NEAL DOW ELEMENTARY,46,42,91,3,7,1,2,0,0,0,0,0,0,0,0,44,96,44,96,44,96,44,96,45,98,Y
110551,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,NORD COUNTRY,22,21,95,0,0,0,0,1,5,0,0,0,0,1,5,21,95,21,95,21,95,21,95,21,95,Y
6003073,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,PARKVIEW ELEMENTARY,58,46,79,9,16,1,2,2,3,1,2,1,2,0,0,50,86,50,86,48,83,53,91,53,91,Y
6003081,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,ROSEDALE ELEMENTARY,94,83,88,5,5,0,0,6,6,6,6,0,0,0,0,84,89,85,90,83,88,87,93,86,91,Y
6003099,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SHASTA ELEMENTARY,89,87,98,0,0,0,0,2,2,2,2,0,0,0,0,87,98,87,98,87,98,87,98,87,98,Y
121475,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SHERWOOD MONTESSORI,22,15,68,1,5,0,0,6,27,0,0,3,14,3,14,15,68,16,73,16,73,16,73,15,68,Y
6003107,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,SIERRA VIEW ELEMENTARY,72,69,96,0,0,1,1,2,3,0,0,2,3,0,0,69,96,69,96,69,96,69,96,69,96,Y
123810,BUTTE,PUBLIC,CHICO UNIFIED,CHICO,WILDFLOWER OPEN CLASSROOM,22,13,59,0,0,1,5,8,36,0,0,5,23,3,14,13,59,13,59,13,59,13,59,13,59,Y
118042,BUTTE,PUBLIC,CHICO UNIFIED,FOREST RANCH,FOREST RANCH CHARTER,14,8,57,1,7,1,7,4,29,0,0,1,7,3,21,9,64,9,64,8,57,8,57,8,57,Y
6003115,BUTTE,PUBLIC,DURHAM UNIFIED,DURHAM,DURHAM ELEMENTARY,65,60,92,0,0,0,0,5,8,0,0,5,8,0,0,60,92,60,92,60,92,60,92,60,92,Y
6003131,BUTTE,PUBLIC,GOLDEN FEATHER UNION ELEMENTARY,OROVILLE,CONCOW ELEMENTARY,18,16,89,1,6,0,0,1,6,0,0,1,6,0,0,16,89,16,89,16,89,17,94,17,94,Y
6003156,BUTTE,PUBLIC,GRIDLEY UNIFIED,GRIDLEY,MCKINLEY ELEMENTARY,182,172,95,5,3,0,0,5,3,1,1,3,2,1,1,174,96,175,96,173,95,176,97,177,97,Y
6003198,BUTTE,PUBLIC,MANZANITA ELEMENTARY,GRIDLEY,MANZANITA ELEMENTARY,33,30,91,2,6,1,3,0,0,0,0,0,0,0,0,31,94,31,94,32,97,31,94,31,94,Y
6003214,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,BIRD STREET ELEMENTARY,26,25,96,1,4,0,0,0,0,0,0,0,0,0,0,25,96,25,96,26,100,26,100,26,100,Y
6003255,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,OAKDALE HEIGHTS ELEMENTARY,87,83,95,2,2,0,0,2,2,0,0,2,2,0,0,83,95,84,97,84,97,85,98,85,98,Y
6003263,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,OPHIR ELEMENTARY,72,68,94,0,0,0,0,4,6,0,0,3,4,1,1,68,94,68,94,68,94,68,94,68,94,Y
6003271,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,STANFORD AVENUE ELEMENTARY,79,79,100,0,0,0,0,0,0,0,0,0,0,0,0,79,100,79,100,79,100,79,100,79,100,Y
129577,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,STREAM CHARTER,30,24,80,0,0,1,3,5,17,0,0,2,7,3,10,24,80,24,80,24,80,24,80,24,80,Y
6094957,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,WYANDOTTE AVENUE ELEMENTARY,50,50,100,0,0,0,0,0,0,0,0,0,0,0,0,50,100,50,100,50,100,50,100,50,100,Y
6003289,BUTTE,PUBLIC,PALERMO UNION ELEMENTARY,OROVILLE,HELEN M. WILCOX ELEMENTARY,155,150,97,2,1,0,0,3,2,0,0,3,2,0,0,151,97,152,98,150,97,152,98,152,98,Y
6113526,BUTTE,PUBLIC,PARADISE UNIFIED,MAGALIA,CEDARWOOD ELEMENTARY,45,39,87,2,4,0,0,4,9,0,0,2,4,2,4,39,87,39,87,39,87,39,87,39,87,Y
6105522,BUTTE,PUBLIC,PARADISE UNIFIED,MAGALIA,PINE RIDGE,53,40,75,7,13,0,0,6,11,0,0,5,9,1,2,44,83,41,77,45,85,44,83,44,83,Y
110338,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,ACHIEVE CHARTER SCHOOL OF PARADISE INC.,20,18,90,2,10,0,0,0,0,0,0,0,0,0,0,18,90,20,100,18,90,20,100,20,100,Y
6113765,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,CHILDREN'S COMMUNITY CHARTER,22,18,82,1,5,0,0,3,14,0,0,3,14,0,0,19,86,19,86,19,86,18,82,19,86,Y
6003313,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,PARADISE ELEMENTARY,93,71,76,21,23,0,0,1,1,0,0,1,1,0,0,76,82,83,89,81,87,85,91,84,90,Y
6003339,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,PONDEROSA ELEMENTARY,109,91,83,16,15,0,0,2,2,1,1,1,1,0,0,92,84,99,91,93,85,102,94,102,94,Y
102327,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,PLUMAS AVENUE ELEMENTARY,79,76,96,1,1,0,0,2,3,0,0,2,3,0,0,76,96,77,97,77,97,77,97,77,97,Y
6003362,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,POPLAR AVENUE ELEMENTARY,54,53,98,1,2,0,0,0,0,0,0,0,0,0,0,53,98,54,100,54,100,54,100,54,100,Y
6003370,BUTTE,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,SIERRA AVENUE ELEMENTARY,82,79,96,1,1,0,0,2,2,1,1,1,1,0,0,79,96,79,96,80,98,80,98,80,98,Y
6973168,BUTTE,PRIVATE,,CHICO,CHICO CHRISTIAN,47,30,64,17,36,0,0,0,0,0,0,0,0,0,0,32,68,36,77,34,72,39,83,40,85,Y
6967582,BUTTE,PRIVATE,,CHICO,NOTRE DAME SCHOOL,20,15,75,1,5,2,10,2,10,0,0,1,5,1,5,16,80,16,80,15,75,16,80,16,80,Y
6906598,BUTTE,PRIVATE,,OROVILLE,OROVILLE CHRISTIAN SCHOOL,11,9,82,0,0,0,0,2,18,1,9,1,9,0,0,9,82,9,82,9,82,9,82,9,82,Y
6973903,BUTTE,PRIVATE,,PARADISE,PARADISE ADVENTIST ACADEMY,12,7,58,5,42,0,0,0,0,0,0,0,0,0,0,7,58,7,58,7,58,7,58,7,58,Y
6077150,CALAVERAS,PUBLIC,CALAVERAS COUNTY OFFICE OF EDUCATION,ANGELS CAMP,CALAVERAS COUNTY SPECIAL EDUCATION -SELPA-, ,,,,,,,,,,,,,,,,,,,,,,,,,N
530154,CALAVERAS,PUBLIC,CALAVERAS COUNTY OFFICE OF EDUCATION,SAN ANDREAS,MOUNTAIN OAKS,23,9,39,4,17,0,0,10,43,0,0,6,26,4,17,10,43,11,48,9,39,11,48,12,52,Y
530097,CALAVERAS,PUBLIC,CALAVERAS COUNTY ROP,ANGELS CAMP,CALAVERAS COUNTY ROP, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6003404,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,MOKELUMNE HILL,MOKELUMNE HILL ELEMENTARY,12,9,75,3,25,0,0,0,0,0,0,0,0,0,0,11,92,11,92,10,83,10,83,11,92,Y
6003438,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,SAN ANDREAS,SAN ANDREAS ELEMENTARY,52,39,75,8,15,0,0,5,10,2,4,3,6,0,0,42,81,41,79,40,77,45,87,45,87,Y
6108518,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,JENNY LIND ELEMENTARY,81,72,89,5,6,0,0,4,5,0,0,2,2,2,2,74,91,74,91,74,91,76,94,77,95,Y
6003446,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,VALLEY SPRINGS ELEMENTARY,75,63,84,6,8,0,0,6,8,4,5,2,3,0,0,67,89,67,89,64,85,67,89,68,91,Y
6003453,CALAVERAS,PUBLIC,CALAVERAS UNIFIED,WEST POINT,WEST POINT ELEMENTARY,18,15,83,2,11,0,0,1,6,0,0,1,6,0,0,15,83,15,83,15,83,15,83,16,89,Y
6003461,CALAVERAS,PUBLIC,MARK TWAIN UNION ELEMENTARY,ANGELS CAMP,MARK TWAIN ELEMENTARY,45,37,82,5,11,0,0,3,7,1,2,2,4,0,0,37,82,37,82,37,82,38,84,39,87,Y
6003388,CALAVERAS,PUBLIC,MARK TWAIN UNION ELEMENTARY,COPPEROPOLIS,COPPEROPOLIS ELEMENTARY,42,36,86,5,12,0,0,1,2,0,0,1,2,0,0,38,90,37,88,36,86,39,93,39,93,Y
6003396,CALAVERAS,PUBLIC,VALLECITO UNION,ARNOLD,HAZEL FISCHER ELEMENTARY, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6088975,CALAVERAS,PUBLIC,VALLECITO UNION,MURPHYS,ALBERT A. MICHELSON ELEMENTARY,53,46,87,3,6,0,0,4,8,1,2,3,6,0,0,46,87,47,89,47,89,48,91,48,91,Y
6138606,CALAVERAS,PRIVATE,,MOUNTAIN RANCH,KINGSWAY LEARNING CENTER, ,,,,,,,,,,,,,,,,,,,,,,,,,N
7105059,CALAVERAS,PRIVATE,,VALLECITO,CHRISTIAN HERITAGE ACADEMY, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6003495,COLUSA,PUBLIC,COLUSA UNIFIED,COLUSA,JAMES M. BURCHFIELD PRIMARY,124,120,97,3,2,0,0,1,1,0,0,1,1,0,0,122,98,122,98,121,98,123,99,123,99,Y
6003503,COLUSA,PUBLIC,MAXWELL UNIFIED,MAXWELL,MAXWELL ELEMENTARY,23,23,100,0,0,0,0,0,0,0,0,0,0,0,0,23,100,23,100,23,100,23,100,23,100,Y
6003511,COLUSA,PUBLIC,PIERCE JOINT UNIFIED,ARBUCKLE,ARBUCKLE ELEMENTARY,107,107,100,0,0,0,0,0,0,0,0,0,0,0,0,107,100,107,100,107,100,107,100,107,100,Y
6003552,COLUSA,PUBLIC,WILLIAMS UNIFIED,WILLIAMS,WILLIAMS PRIMARY ELEMENTARY,142,141,99,0,0,0,0,1,1,0,0,1,1,0,0,141,99,141,99,141,99,141,99,141,99,Y
6115703,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY,30,28,93,0,0,0,0,2,7,0,0,2,7,0,0,28,93,28,93,28,93,28,93,28,93,Y
115063,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY II,24,22,92,1,4,0,0,1,4,0,0,1,4,0,0,22,92,22,92,22,92,23,96,23,96,Y
6003578,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,BELSHAW ELEMENTARY,75,70,93,4,5,0,0,1,1,0,0,1,1,0,0,72,96,73,97,72,96,73,97,72,96,Y
106583,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,CARMEN DRAGON ELEMENTARY,138,124,90,10,7,0,0,4,3,0,0,1,1,3,2,128,93,130,94,127,92,133,96,134,97,Y
6117501,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,DIABLO VISTA ELEMENTARY, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6003594,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,FREMONT ELEMENTARY,80,80,100,0,0,0,0,0,0,0,0,0,0,0,0,80,100,80,100,80,100,80,100,80,100,Y
6115380,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,GRANT ELEMENTARY,72,64,89,8,11,0,0,0,0,0,0,0,0,0,0,64,89,64,89,64,89,68,94,68,94,Y
6110514,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,JACK LONDON ELEMENTARY,83,80,96,1,1,0,0,2,2,0,0,1,1,1,1,80,96,80,96,80,96,80,96,81,98,Y
6003602,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,KIMBALL ELEMENTARY,116,116,100,0,0,0,0,0,0,0,0,0,0,0,0,116,100,116,100,116,100,116,100,116,100,Y
100461,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,LONE TREE ELEMENTARY, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6003610,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MARSH ELEMENTARY,112,111,99,1,1,0,0,0,0,0,0,0,0,0,0,111,99,111,99,111,99,111,99,111,99,Y
6084941,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MISSION ELEMENTARY,92,73,79,19,21,0,0,0,0,0,0,0,0,0,0,78,85,84,91,80,87,87,95,88,96,Y
6108989,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,MUIR -JOHN- ELEMENTARY,76,72,95,1,1,0,0,3,4,1,1,2,3,0,0,72,95,72,95,72,95,72,95,72,95,Y
6003628,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,SUTTER ELEMENTARY,85,85,100,0,0,0,0,0,0,0,0,0,0,0,0,85,100,85,100,85,100,85,100,85,100,Y
6003636,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,TURNER ELEMENTARY,172,138,80,33,19,0,0,1,1,1,1,0,0,0,0,162,94,162,94,165,96,169,98,164,95,Y
113761,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,OAKLEY,ORCHARD PARK,82,79,96,2,2,1,1,0,0,0,0,0,0,0,0,79,96,80,98,81,99,80,98,81,99,Y
6003644,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,BRENTWOOD ELEMENTARY,127,123,97,0,0,0,0,4,3,0,0,4,3,0,0,123,97,123,97,123,97,123,97,123,97,Y
6070981,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,GARIN ELEMENTARY,121,105,87,15,12,0,0,1,1,0,0,1,1,0,0,107,88,108,89,105,87,118,98,118,98,Y
6117410,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,LOMA VISTA ELEMENTARY,99,93,94,1,1,0,0,5,5,0,0,5,5,0,0,94,95,94,95,94,95,93,94,94,95,Y
108019,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,MARSH CREEK ELEMENTARY,125,105,84,19,15,0,0,1,1,0,0,1,1,0,0,106,85,110,88,106,85,124,99,123,98,Y
127464,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,MARY CASEY BLACK ELEMENTARY,99,86,87,10,10,1,1,2,2,0,0,2,2,0,0,90,91,92,93,87,88,94,95,95,96,Y
102376,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,PIONEER ELEMENTARY,149,143,96,3,2,0,0,3,2,0,0,3,2,0,0,144,97,145,97,145,97,146,98,146,98,Y
6119754,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,R. PAUL KREY ELEMENTARY,126,119,94,1,1,1,1,5,4,0,0,5,4,0,0,119,94,119,94,120,95,120,95,119,94,Y
6109730,CONTRA COSTA,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,RON NUNN ELEMENTARY,98,83,85,14,14,0,0,1,1,0,0,1,1,0,0,91,93,90,92,85,87,96,98,96,98,Y
130930,CONTRA COSTA,PUBLIC,BYRON UNION ELEMENTARY,BYRON,VISTA OAKS CHARTER,18,8,44,0,0,0,0,10,56,0,0,1,6,9,50,8,44,8,44,8,44,8,44,8,44,Y
6101943,CONTRA COSTA,PUBLIC,BYRON UNION ELEMENTARY,DISCOVERY BAY,DISCOVERY BAY ELEMENTARY,60,59,98,1,2,0,0,0,0,0,0,0,0,0,0,59,98,59,98,59,98,59,98,59,98,Y
6119838,CONTRA COSTA,PUBLIC,BYRON UNION ELEMENTARY,DISCOVERY BAY,TIMBER POINT ELEMENTARY,90,90,100,0,0,0,0,0,0,0,0,0,0,0,0,90,100,90,100,90,100,90,100,90,100,Y
129528,CONTRA COSTA,PUBLIC,CONTRA COSTA COUNTY OFFICE OF EDUCATION,RICHMOND,CALIBER BETA ACADEMY,84,65,77,19,23,0,0,0,0,0,0,0,0,0,0,84,100,81,96,70,83,79,94,83,99,Y
6003701,CONTRA COSTA,PUBLIC,JOHN SWETT UNIFIED,RODEO,RODEO HILLS ELEMENTARY,161,160,99,1,1,0,0,0,0,0,0,0,0,0,0,160,99,161,100,161,100,161,100,161,100,Y
6003719,CONTRA COSTA,PUBLIC,KNIGHTSEN ELEMENTARY,KNIGHTSEN,KNIGHTSEN ELEMENTARY,54,52,96,0,0,0,0,2,4,0,0,0,0,2,4,52,96,52,96,52,96,52,96,52,96,Y
6003727,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,BURTON VALLEY ELEMENTARY,128,122,95,6,5,0,0,0,0,0,0,0,0,0,0,127,99,125,98,127,99,127,99,128,100,Y
6003743,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,HAPPY VALLEY ELEMENTARY,103,88,85,15,15,0,0,0,0,0,0,0,0,0,0,94,91,94,91,96,93,97,94,99,96,Y
6003750,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,LAFAYETTE ELEMENTARY,89,57,64,30,34,0,0,2,2,0,0,1,1,1,1,64,72,74,83,68,76,81,91,85,96,Y
6003792,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,SPRINGHILL ELEMENTARY,65,53,82,11,17,0,0,1,2,1,2,0,0,0,0,59,91,61,94,58,89,59,91,61,94,Y
6003826,CONTRA COSTA,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,JOHN MUIR ELEMENTARY,92,86,93,1,1,0,0,5,5,0,0,3,3,2,2,86,93,87,95,87,95,87,95,87,95,Y
6003834,CONTRA COSTA,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,JOHN SWETT ELEMENTARY,96,92,96,2,2,0,0,2,2,0,0,1,1,1,1,92,96,93,97,93,97,93,97,94,98,Y
6003842,CONTRA COSTA,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,LAS JUNTAS ELEMENTARY,70,69,99,0,0,0,0,1,1,0,0,0,0,1,1,69,99,69,99,69,99,69,99,69,99,Y
6003875,CONTRA COSTA,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,MORELLO PARK ELEMENTARY,75,73,97,0,0,0,0,2,3,0,0,0,0,2,3,73,97,73,97,73,97,73,97,73,97,Y
6003909,CONTRA COSTA,PUBLIC,MORAGA ELEMENTARY,MORAGA,CAMINO PABLO ELEMENTARY,68,64,94,3,4,1,1,0,0,0,0,0,0,0,0,66,97,66,97,65,96,66,97,67,99,Y
6003917,CONTRA COSTA,PUBLIC,MORAGA ELEMENTARY,MORAGA,DONALD L. RHEEM ELEMENTARY,60,57,95,0,0,0,0,3,5,0,0,2,3,1,2,57,95,57,95,57,95,57,95,57,95,Y
6003933,CONTRA COSTA,PUBLIC,MORAGA ELEMENTARY,MORAGA,LOS PERALES ELEMENTARY,59,55,93,0,0,4,7,0,0,0,0,0,0,0,0,55,93,55,93,55,93,55,93,55,93,Y
6003974,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,BAY POINT,BEL AIR ELEMENTARY,92,91,99,1,1,0,0,0,0,0,0,0,0,0,0,91,99,92,100,92,100,91,99,92,100,Y
6096226,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,BAY POINT,RIO VISTA ELEMENTARY,96,95,99,1,1,0,0,0,0,0,0,0,0,0,0,95,99,96,100,96,100,96,100,96,100,Y
6004295,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,BAY POINT,SHORE ACRES ELEMENTARY,104,104,100,0,0,0,0,0,0,0,0,0,0,0,0,104,100,104,100,104,100,104,100,104,100,Y
6004188,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CLAYTON,MT. DIABLO ELEMENTARY,112,110,98,0,0,0,0,2,2,0,0,1,1,1,1,110,98,110,98,110,98,110,98,110,98,Y
6003958,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,AYERS ELEMENTARY,91,86,95,1,1,0,0,4,4,0,0,4,4,0,0,86,95,87,96,86,95,87,96,87,96,Y
6003982,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,CAMBRIDGE ELEMENTARY,124,123,99,1,1,0,0,0,0,0,0,0,0,0,0,124,100,124,100,124,100,123,99,124,100,Y
6004048,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,EL MONTE ELEMENTARY,118,108,92,6,5,1,1,3,3,2,2,1,1,0,0,108,92,108,92,109,92,113,96,114,97,Y
6004105,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,HIGHLANDS ELEMENTARY,116,113,97,0,0,0,0,3,3,0,0,3,3,0,0,113,97,113,97,113,97,113,97,113,97,Y
6004154,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,MEADOW HOMES ELEMENTARY,160,158,99,1,1,1,1,0,0,0,0,0,0,0,0,158,99,159,99,159,99,159,99,159,99,Y
6004162,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,MONTE GARDENS ELEMENTARY,86,86,100,0,0,0,0,0,0,0,0,0,0,0,0,86,100,86,100,86,100,86,100,86,100,Y
6004170,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,MOUNTAIN VIEW ELEMENTARY,73,69,95,4,5,0,0,0,0,0,0,0,0,0,0,69,95,70,96,70,96,72,99,73,100,Y
6004303,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,SILVERWOOD ELEMENTARY,87,81,93,2,2,0,0,4,5,1,1,3,3,0,0,82,94,82,94,82,94,83,95,83,95,Y
6004329,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,SUN TERRACE ELEMENTARY,116,115,99,1,1,0,0,0,0,0,0,0,0,0,0,115,99,116,100,116,100,116,100,116,100,Y
6004378,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,WESTWOOD ELEMENTARY,55,53,96,1,2,0,0,1,2,1,2,0,0,0,0,54,98,54,98,53,96,54,98,54,98,Y
6004394,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,WOODSIDE ELEMENTARY,60,55,92,2,3,0,0,3,5,0,0,2,3,1,2,56,93,55,92,56,93,55,92,57,95,Y
6004402,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,WREN AVENUE ELEMENTARY,112,108,96,0,0,1,1,3,3,0,0,2,2,1,1,108,96,108,96,108,96,108,96,108,96,Y
6004410,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,CONCORD,YGNACIO VALLEY ELEMENTARY,90,89,99,1,1,0,0,0,0,0,0,0,0,0,0,90,100,90,100,90,100,89,99,90,100,Y
6004097,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,MARTINEZ,HIDDEN VALLEY ELEMENTARY,173,168,97,1,1,0,0,4,2,0,0,2,1,2,1,168,97,168,97,168,97,168,97,168,97,Y
106088,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PITTSBURG,DELTA VIEW ELEMENTARY,124,121,98,2,2,0,0,1,1,0,0,0,0,1,1,121,98,122,98,122,98,122,98,122,98,Y
6004055,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,FAIR OAKS ELEMENTARY,90,82,91,4,4,0,0,4,4,1,1,3,3,0,0,83,92,86,96,84,93,86,96,86,96,Y
6112395,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,GREGORY GARDENS ELEMENTARY,76,73,96,2,3,0,0,1,1,0,0,0,0,1,1,73,96,73,96,74,97,75,99,75,99,Y
6004246,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,PLEASANT HILL ELEMENTARY,117,110,94,4,3,0,0,3,3,0,0,3,3,0,0,113,97,113,97,113,97,111,95,114,97,Y
6004253,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,SEQUOIA ELEMENTARY,93,90,97,2,2,0,0,1,1,0,0,1,1,0,0,92,99,92,99,92,99,91,98,91,98,Y
6004311,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,STRANDWOOD ELEMENTARY,115,103,90,2,2,0,0,10,9,0,0,10,9,0,0,105,91,105,91,104,90,104,90,105,91,Y
6004337,CONTRA COSTA,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,VALHALLA ELEMENTARY,77,71,92,2,3,0,0,4,5,0,0,4,5,0,0,71,92,72,94,72,94,71,92,72,94,Y
