SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,# UP-TO-DATE,% UP-TO-DATE,# CONDITIONAL,% CONDITIONAL,# PME,% PME,# PBE,% PBE,# PRE-JAN PBE,% PRE-JAN PBE,# HEALTH CARE PRACTITIONER COUNSELED PBE,% HEALTH CARE PRACTITIONER COUNSELED PBE,# RELIGIOUS PBE,% RELIGIOUS PBE,# DTP,% DTP,# POLIO,% POLIO,# MMR,% MMR,# HEPB,% HEPB,# VARI,% VARI,REPORTED
130419,ALAMEDA,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,HAYWARD,ALAMEDA COUNTY COMMUNITY, ,,,,,,,,,,,,,,,,,,,,,,,,,N
109835,ALAMEDA,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,NEWARK,FAME PUBLIC CHARTER,109,95,87,0,0,0,0,14,13,0,0,0,0,14,13,95,87,95,87,95,87,95,87,95,87,Y
123968,ALAMEDA,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,OAKLAND,COMMUNITY SCHOOL FOR CREATIVE EDUCATION, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6001788,ALAMEDA,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,OAKLAND,COX ACADEMY,115,88,77,25,22,1,1,1,1,0,0,0,0,1,1,103,90,105,91,103,90,104,90,106,92,Y
6002000,ALAMEDA,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,OAKLAND,LAZEAR CHARTER ACADEMY,40,36,90,4,10,0,0,0,0,0,0,0,0,0,0,36,90,38,95,40,100,38,95,39,98,Y
125567,ALAMEDA,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,OAKLAND,URBAN MONTESSORI CHARTER, ,,,,,,,,,,,,,,,,,,,,,,,,,N
124172,ALAMEDA,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,OAKLAND,YU MING CHARTER,52,47,90,0,0,0,0,5,10,0,0,0,0,5,10,47,90,47,90,47,90,47,90,47,90,Y
130401,ALAMEDA,PUBLIC,ALAMEDA COUNTY OFFICE OF EDUCATION,SAN LEANDRO,ALAMEDA COUNTY JUVENILE HALL COURT, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6100374,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,AMELIA EARHART ELEMENTARY,128,125,98,1,1,0,0,2,2,0,0,2,2,0,0,126,98,126,98,125,98,126,98,126,98,Y
6110779,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,BAY FARM,70,69,99,0,0,0,0,1,1,0,0,1,1,0,0,69,99,69,99,69,99,69,99,69,99,Y
6090005,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,DONALD D. LUM ELEMENTARY,100,96,96,1,1,0,0,3,3,0,0,3,3,0,0,97,97,97,97,96,96,97,97,97,97,Y
6090013,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,EDISON ELEMENTARY,70,69,99,0,0,0,0,1,1,0,0,1,1,0,0,69,99,69,99,69,99,69,99,69,99,Y
6090021,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,FRANK OTIS ELEMENTARY,95,88,93,5,5,1,1,1,1,0,0,1,1,0,0,93,98,93,98,93,98,88,93,93,98,Y
6090039,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,FRANKLIN ELEMENTARY,50,49,98,0,0,0,0,1,2,0,0,1,2,0,0,49,98,49,98,49,98,49,98,49,98,Y
6090047,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,HENRY HAIGHT ELEMENTARY,98,95,97,2,2,0,0,1,1,0,0,1,1,0,0,97,99,97,99,95,97,97,99,97,99,Y
126656,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,MAYA LIN,73,66,90,0,0,0,0,7,10,0,0,7,10,0,0,66,90,66,90,66,90,66,90,66,90,Y
119222,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,NEA COMMUNITY LEARNING CENTER,48,45,94,1,2,0,0,2,4,0,0,2,4,0,0,45,94,45,94,45,94,45,94,45,94,Y
111765,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,RUBY BRIDGES ELEMENTARY,91,91,100,0,0,0,0,0,0,0,0,0,0,0,0,91,100,91,100,91,100,91,100,91,100,Y
6090120,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,WILLIAM G. PADEN ELEMENTARY,73,71,97,2,3,0,0,0,0,0,0,0,0,0,0,73,100,73,100,73,100,71,97,73,100,Y
6090146,ALAMEDA,PUBLIC,ALBANY CITY UNIFIED,ALBANY,CORNELL ELEMENTARY,84,54,64,17,20,0,0,13,15,0,0,13,15,0,0,63,75,69,82,61,73,67,80,71,85,Y
6095376,ALAMEDA,PUBLIC,ALBANY CITY UNIFIED,ALBANY,MARIN ELEMENTARY,84,60,71,15,18,0,0,9,11,0,0,9,11,0,0,65,77,71,85,64,76,72,86,70,83,Y
6116222,ALAMEDA,PUBLIC,ALBANY CITY UNIFIED,ALBANY,OCEAN VIEW ELEMENTARY,152,102,67,46,30,0,0,4,3,0,0,4,3,0,0,116,76,131,86,108,71,134,88,137,90,Y
6097729,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,BERKELEY ARTS MAGNET AT WHITTIER, ,,,,,,,,,,,,,,,,,,,,,,,,,N
122804,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,BERKELEY SPECIAL EDUCATION PRESCHOOL, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6090195,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,CRAGMONT ELEMENTARY,80,67,84,7,9,0,0,6,8,0,0,3,4,3,4,68,85,68,85,68,85,74,93,73,91,Y
6090211,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,EMERSON ELEMENTARY,61,49,80,12,20,0,0,0,0,0,0,0,0,0,0,52,85,52,85,53,87,52,85,54,89,Y
6090252,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,JEFFERSON ELEMENTARY,102,76,75,10,10,0,0,16,16,4,4,12,12,0,0,79,77,79,77,79,77,85,83,85,83,Y
6105316,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,JOHN MUIR ELEMENTARY,58,49,84,7,12,1,2,1,2,1,2,0,0,0,0,50,86,52,90,52,90,55,95,56,97,Y
6090278,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,LECONTE ELEMENTARY, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6090286,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,MALCOLM X ELEMENTARY,127,117,92,0,0,0,0,10,8,0,0,10,8,0,0,117,92,117,92,117,92,117,92,117,92,Y
6090302,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,OXFORD ELEMENTARY,40,33,83,7,18,0,0,0,0,0,0,0,0,0,0,36,90,38,95,37,93,38,95,39,98,Y
6090187,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,ROSA PARKS ENVIRONMENTAL SCIENCE MAGNET,63,58,92,5,8,0,0,0,0,0,0,0,0,0,0,59,94,59,94,59,94,59,94,61,97,Y
6090310,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,THOUSAND OAKS ELEMENTARY,63,58,92,5,8,0,0,0,0,0,0,0,0,0,0,60,95,61,97,61,97,61,97,63,100,Y
6090328,ALAMEDA,PUBLIC,BERKELEY UNIFIED,BERKELEY,WASHINGTON ELEMENTARY,74,61,82,11,15,0,0,2,3,1,1,1,1,0,0,64,86,64,86,66,89,65,88,67,91,Y
6090351,ALAMEDA,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,CASTRO VALLEY ELEMENTARY,119,100,84,19,16,0,0,0,0,0,0,0,0,0,0,108,91,108,91,106,89,106,89,118,99,Y
6090369,ALAMEDA,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,CHABOT ELEMENTARY,73,72,99,0,0,0,0,1,1,0,0,1,1,0,0,72,99,72,99,72,99,72,99,72,99,Y
6090393,ALAMEDA,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,INDEPENDENT ELEMENTARY,115,114,99,0,0,1,1,0,0,0,0,0,0,0,0,114,99,114,99,114,99,114,99,114,99,Y
6113005,ALAMEDA,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,JENSEN RANCH ELEMENTARY,68,66,97,2,3,0,0,0,0,0,0,0,0,0,0,67,99,67,99,67,99,68,100,66,97,Y
6090401,ALAMEDA,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,MARSHALL ELEMENTARY,69,63,91,6,9,0,0,0,0,0,0,0,0,0,0,65,94,64,93,64,93,68,99,68,99,Y
6090419,ALAMEDA,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,PALOMARES ELEMENTARY,20,19,95,1,5,0,0,0,0,0,0,0,0,0,0,20,100,20,100,20,100,19,95,20,100,Y
6090435,ALAMEDA,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,PROCTOR ELEMENTARY,81,80,99,1,1,0,0,0,0,0,0,0,0,0,0,81,100,81,100,81,100,80,99,81,100,Y
6090468,ALAMEDA,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,STANTON ELEMENTARY,92,90,98,2,2,0,0,0,0,0,0,0,0,0,0,90,98,92,100,91,99,92,100,92,100,Y
6090484,ALAMEDA,PUBLIC,CASTRO VALLEY UNIFIED,CASTRO VALLEY,VANNOY ELEMENTARY,57,53,93,3,5,0,0,1,2,0,0,1,2,0,0,55,96,56,98,54,95,55,96,56,98,Y
6001374,ALAMEDA,PUBLIC,DUBLIN UNIFIED,DUBLIN,DUBLIN ELEMENTARY,159,121,76,34,21,1,1,3,2,0,0,3,2,0,0,136,86,141,89,132,83,149,94,147,92,Y
6001390,ALAMEDA,PUBLIC,DUBLIN UNIFIED,DUBLIN,FREDERIKSEN ELEMENTARY,151,146,97,3,2,0,0,2,1,1,1,1,1,0,0,148,98,146,97,146,97,147,97,147,97,Y
123935,ALAMEDA,PUBLIC,DUBLIN UNIFIED,DUBLIN,HAROLD WILLIAM KOLB,195,188,96,1,1,3,2,3,2,0,0,3,2,0,0,188,96,188,96,188,96,188,96,188,96,Y
6118038,ALAMEDA,PUBLIC,DUBLIN UNIFIED,DUBLIN,JAMES DOUGHERTY ELEMENTARY,188,173,92,13,7,0,0,2,1,0,0,2,1,0,0,179,95,182,97,177,94,184,98,185,98,Y
114579,ALAMEDA,PUBLIC,DUBLIN UNIFIED,DUBLIN,JOHN GREEN ELEMENTARY,152,148,97,0,0,1,1,3,2,0,0,2,1,1,1,148,97,148,97,148,97,148,97,148,97,Y
6001424,ALAMEDA,PUBLIC,DUBLIN UNIFIED,DUBLIN,MURRAY ELEMENTARY,87,83,95,2,2,0,0,2,2,0,0,0,0,2,2,83,95,83,95,83,95,83,95,85,98,Y
6090492,ALAMEDA,PUBLIC,EMERY UNIFIED,EMERYVILLE,ANNA YATES ELEMENTARY,62,31,50,28,45,0,0,3,5,0,0,3,5,0,0,34,55,33,53,37,60,55,89,57,92,Y
119933,ALAMEDA,PUBLIC,EMERY UNIFIED,EMERYVILLE,EMERYVILLE PRESCHOOL STUDENTS, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6104723,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,ARDENWOOD ELEMENTARY,160,151,94,8,5,0,0,1,1,0,0,1,1,0,0,155,97,155,97,154,96,159,99,159,99,Y
6000558,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,BRIER ELEMENTARY,137,133,97,2,1,0,0,2,1,0,0,2,1,0,0,133,97,134,98,134,98,134,98,135,99,Y
6089320,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,BROOKVALE ELEMENTARY,206,200,97,1,0,0,0,5,2,1,0,4,2,0,0,200,97,200,97,200,97,201,98,201,98,Y
6000566,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,CABRILLO ELEMENTARY,49,47,96,1,2,0,0,1,2,0,0,1,2,0,0,47,96,48,98,48,98,48,98,48,98,Y
6000590,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,E. M. GRIMMER ELEMENTARY,47,46,98,0,0,0,0,1,2,0,0,1,2,0,0,46,98,46,98,46,98,46,98,46,98,Y
6111330,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,FOREST PARK ELEMENTARY,120,119,99,0,0,0,0,1,1,0,0,1,1,0,0,119,99,119,99,119,99,119,99,119,99,Y
6106983,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,FRED E. WEIBEL ELEMENTARY,137,135,99,2,1,0,0,0,0,0,0,0,0,0,0,137,100,137,100,135,99,137,100,137,100,Y
6000624,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,GLENMOOR ELEMENTARY,105,92,88,10,10,0,0,3,3,0,0,3,3,0,0,95,90,96,91,92,88,102,97,102,97,Y
6000640,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,HARVEY GREEN ELEMENTARY,81,80,99,0,0,0,0,1,1,0,0,1,1,0,0,80,99,80,99,80,99,80,99,80,99,Y
6000665,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,J. HALEY DURHAM ELEMENTARY,140,140,100,0,0,0,0,0,0,0,0,0,0,0,0,140,100,140,100,140,100,140,100,140,100,Y
6000673,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,JAMES LEITCH ELEMENTARY,269,260,97,6,2,0,0,3,1,1,0,2,1,0,0,265,99,265,99,263,98,265,99,265,99,Y
6000541,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,JOHN BLACOW ELEMENTARY,78,70,90,7,9,0,0,1,1,0,0,1,1,0,0,71,91,73,94,71,91,77,99,77,99,Y
6000723,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,JOHN G. MATTOS ELEMENTARY,72,71,99,0,0,0,0,1,1,0,0,1,1,0,0,71,99,71,99,71,99,71,99,71,99,Y
6066468,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,JOHN GOMES ELEMENTARY,114,113,99,0,0,0,0,1,1,0,0,1,1,0,0,113,99,113,99,113,99,113,99,113,99,Y
6000681,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,JOSEPH AZEVADA ELEMENTARY,100,94,94,1,1,0,0,5,5,0,0,5,5,0,0,95,95,95,95,95,95,94,94,95,95,Y
6090526,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,JOSHUA CHADBOURNE ELEMENTARY,96,93,97,2,2,0,0,1,1,0,0,0,0,1,1,94,98,94,98,94,98,95,99,95,99,Y
6090534,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,MISSION SAN JOSE ELEMENTARY,91,88,97,1,1,1,1,1,1,0,0,1,1,0,0,88,97,88,97,88,97,89,98,89,98,Y
6000749,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,MISSION VALLEY ELEMENTARY,48,47,98,0,0,0,0,1,2,0,0,0,0,1,2,47,98,47,98,47,98,47,98,47,98,Y
6000756,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,NILES ELEMENTARY,96,92,96,1,1,1,1,2,2,0,0,1,1,1,1,92,96,92,96,92,96,93,97,93,97,Y
6000764,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,O. N. HIRSCH ELEMENTARY,48,48,100,0,0,0,0,0,0,0,0,0,0,0,0,48,100,48,100,48,100,48,100,48,100,Y
6090542,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,OLIVEIRA ELEMENTARY,105,100,95,2,2,1,1,2,2,0,0,2,2,0,0,101,96,102,97,102,97,100,95,102,97,Y
6000798,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,PARKMONT ELEMENTARY,168,165,98,1,1,0,0,2,1,0,0,2,1,0,0,165,98,166,99,166,99,166,99,166,99,Y
6000806,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,PATTERSON ELEMENTARY,82,78,95,2,2,0,0,2,2,0,0,2,2,0,0,80,98,80,98,78,95,80,98,80,98,Y
6090559,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,STEVEN MILLARD ELEMENTARY,79,78,99,1,1,0,0,0,0,0,0,0,0,0,0,78,99,78,99,78,99,79,100,79,100,Y
6000715,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,TOM MALONEY ELEMENTARY,114,106,93,4,4,0,0,4,4,0,0,4,4,0,0,106,93,108,95,107,94,110,96,110,96,Y
6000830,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,VALLEJO MILL ELEMENTARY,96,94,98,1,1,0,0,1,1,0,0,1,1,0,0,94,98,95,99,95,99,95,99,95,99,Y
6089619,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,WARWICK ELEMENTARY,118,117,99,1,1,0,0,0,0,0,0,0,0,0,0,117,99,117,99,117,99,118,100,118,100,Y
119842,ALAMEDA,PUBLIC,HAYWARD UNIFIED,CASTRO VALLEY,SPECIAL EDUCATION-PRESCHOOL-LAUREL, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6062160,ALAMEDA,PUBLIC,HAYWARD UNIFIED,CASTRO VALLEY,STROBRIDGE ELEMENTARY,89,84,94,5,6,0,0,0,0,0,0,0,0,0,0,86,97,86,97,86,97,88,99,87,98,Y
6000889,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,BOWMAN ELEMENTARY,60,48,80,12,20,0,0,0,0,0,0,0,0,0,0,56,93,58,97,60,100,60,100,52,87,Y
6000905,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,BURBANK ELEMENTARY,118,114,97,4,3,0,0,0,0,0,0,0,0,0,0,115,97,116,98,118,100,116,98,118,100,Y
6000913,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,CHERRYLAND ELEMENTARY,107,91,85,16,15,0,0,0,0,0,0,0,0,0,0,98,92,97,91,98,92,99,93,100,93,Y
6000921,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,EAST AVENUE ELEMENTARY,85,76,89,9,11,0,0,0,0,0,0,0,0,0,0,81,95,80,94,85,100,79,93,79,93,Y
6090583,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,EDEN GARDENS ELEMENTARY,67,62,93,4,6,1,1,0,0,0,0,0,0,0,0,62,93,62,93,66,99,62,93,65,97,Y
6000947,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,ELDRIDGE ELEMENTARY,56,50,89,6,11,0,0,0,0,0,0,0,0,0,0,52,93,50,89,55,98,55,98,54,96,Y
6000962,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,FAIRVIEW ELEMENTARY,110,105,95,5,5,0,0,0,0,0,0,0,0,0,0,105,95,105,95,106,96,107,97,109,99,Y
6113815,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,FAITH RINGGOLD SCHOOL OF ARTS AND SCIENCE,20,16,80,4,20,0,0,0,0,0,0,0,0,0,0,18,90,18,90,20,100,18,90,18,90,Y
6000988,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,GLASSBROOK ELEMENTARY,121,107,88,14,12,0,0,0,0,0,0,0,0,0,0,110,91,110,91,118,98,110,91,119,98,Y
6000996,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,HARDER ELEMENTARY,82,78,95,4,5,0,0,0,0,0,0,0,0,0,0,79,96,82,100,82,100,81,99,82,100,Y
127696,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,KNOWLEDGE ENLIGHTENS YOU -KEY- ACADEMY,25,24,96,1,4,0,0,0,0,0,0,0,0,0,0,24,96,24,96,24,96,24,96,24,96,Y
6001044,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,LONGWOOD ELEMENTARY,101,91,90,10,10,0,0,0,0,0,0,0,0,0,0,92,91,92,91,94,93,92,91,95,94,Y
6001051,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,LORIN A. EDEN ELEMENTARY,48,47,98,1,2,0,0,0,0,0,0,0,0,0,0,47,98,48,100,48,100,48,100,48,100,Y
6001093,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,PALMA CEIA ELEMENTARY,71,65,92,6,8,0,0,0,0,0,0,0,0,0,0,66,93,68,96,71,100,69,97,71,100,Y
6001101,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,PARK ELEMENTARY,88,76,86,12,14,0,0,0,0,0,0,0,0,0,0,85,97,83,94,88,100,81,92,85,97,Y
6001127,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,RUUS ELEMENTARY,111,107,96,4,4,0,0,0,0,0,0,0,0,0,0,107,96,107,96,109,98,107,96,111,100,Y
6001135,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,SCHAFER PARK ELEMENTARY,136,132,97,2,1,0,0,2,1,0,0,2,1,0,0,133,98,133,98,133,98,133,98,134,99,Y
6001176,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,SOUTHGATE ELEMENTARY,108,95,88,13,12,0,0,0,0,0,0,0,0,0,0,98,91,100,93,95,88,108,100,108,100,Y
111815,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,STONEBRAE ELEMENTARY,92,81,88,11,12,0,0,0,0,0,0,0,0,0,0,90,98,90,98,88,96,86,93,92,100,Y
6001192,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,TREEVIEW ELEMENTARY,87,86,99,1,1,0,0,0,0,0,0,0,0,0,0,87,100,87,100,86,99,87,100,87,100,Y
6104566,ALAMEDA,PUBLIC,HAYWARD UNIFIED,HAYWARD,TYRRELL ELEMENTARY,105,99,94,6,6,0,0,0,0,0,0,0,0,0,0,100,95,101,96,99,94,103,98,105,100,Y
6117543,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,ALTAMONT CREEK ELEMENTARY,82,77,94,1,1,0,0,4,5,0,0,0,0,4,5,78,95,78,95,78,95,77,94,78,95,Y
6071906,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,ARROYO SECO ELEMENTARY,108,106,98,2,2,0,0,0,0,0,0,0,0,0,0,107,99,107,99,108,100,107,99,108,100,Y
6001259,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,EMMA C. SMITH ELEMENTARY,99,93,94,3,3,0,0,3,3,0,0,0,0,3,3,94,95,94,95,94,95,94,95,94,95,Y
6001283,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,JACKSON AVENUE ELEMENTARY,121,115,95,3,2,0,0,3,2,0,0,0,0,3,2,115,95,115,95,118,98,117,97,118,98,Y
6001291,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,JOE MICHELL,117,102,87,13,11,0,0,2,2,0,0,0,0,2,2,102,87,105,90,104,89,112,96,112,96,Y
6001234,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,JUNCTION K-8,69,67,97,1,1,0,0,1,1,0,0,0,0,1,1,67,97,67,97,67,97,68,99,68,99,Y
6110332,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,LEO R. CROCE ELEMENTARY,115,112,97,0,0,0,0,3,3,0,0,0,0,3,3,112,97,112,97,112,97,112,97,112,97,Y
107839,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,LIVERMORE VALLEY CHARTER,120,114,95,0,0,0,0,6,5,0,0,6,5,0,0,114,95,114,95,114,95,114,95,114,95,Y
6001317,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,MARYLIN AVENUE ELEMENTARY,88,87,99,0,0,0,0,1,1,0,0,0,0,1,1,87,99,87,99,87,99,87,99,87,99,Y
6089338,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,RANCHO LAS POSITAS ELEMENTARY,102,98,96,2,2,0,0,2,2,0,0,0,0,2,2,98,96,98,96,99,97,99,97,99,97,Y
6097661,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,SUNSET ELEMENTARY,111,104,94,5,5,0,0,2,2,0,0,0,0,2,2,104,94,105,95,107,96,109,98,109,98,Y
130393,ALAMEDA,PUBLIC,LIVERMORE VALLEY JOINT UNIFIED,LIVERMORE,VINEYARD ALTERNATIVE, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6001606,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,HAYWARD,HILLVIEW CREST ELEMENTARY,118,109,92,9,8,0,0,0,0,0,0,0,0,0,0,112,95,116,98,113,96,116,98,118,100,Y
6001572,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,ALVARADO ELEMENTARY,151,143,95,8,5,0,0,0,0,0,0,0,0,0,0,148,98,150,99,147,97,151,100,150,99,Y
126763,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,DECOTO SCHOOL FOR INDEPENDENT STUDY, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6118525,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,DELAINE EASTIN ELEMENTARY,142,135,95,7,5,0,0,0,0,0,0,0,0,0,0,140,99,141,99,136,96,142,100,142,100,Y
6115554,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,GUY JR. EMANUELE ELEMENTARY,114,111,97,2,2,0,0,1,1,0,0,1,1,0,0,113,99,113,99,111,97,113,99,113,99,Y
6101604,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,PIONEER ELEMENTARY,167,159,95,6,4,0,0,2,1,0,0,2,1,0,0,163,98,163,98,160,96,163,98,165,99,Y
6001622,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,SEARLES ELEMENTARY,141,133,94,8,6,0,0,0,0,0,0,0,0,0,0,139,99,139,99,135,96,141,100,140,99,Y
6115505,ALAMEDA,PUBLIC,NEW HAVEN UNIFIED,UNION CITY,TOM KITAYAMA ELEMENTARY,172,166,97,5,3,0,0,1,1,1,1,0,0,0,0,171,99,170,99,166,97,169,98,171,99,Y
6001440,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,AUGUST SCHILLING ELEMENTARY,49,43,88,6,12,0,0,0,0,0,0,0,0,0,0,48,98,47,96,45,92,46,94,49,100,Y
130484,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,CROSSROADS HIGH -ALTERNATIVE-, ,,,,,,,,,,,,,,,,,,,,,,,,,N
6001457,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,E. L. MUSICK ELEMENTARY,72,72,100,0,0,0,0,0,0,0,0,0,0,0,0,72,100,72,100,72,100,72,100,72,100,Y
6001473,ALAMEDA,PUBLIC,NEWARK UNIFIED,NEWARK,H. A. SNOW ELEMENTARY,46,42,91,4,9,0,0,0,0,0,0,0,0,0,0,42,91,44,96,42,91,45,98,46,100,Y
